Stkcd,Stknme,Listdt,Cuntrycd,Conme,Conme_en,Indcd,Indnme,Nindcd,Nindnme,Nnindcd,Nnindnme,Estbdt,PROVINCE,PROVINCECODE,CITY,CITYCODE,OWNERSHIPTYPE,OWNERSHIPTYPECODE,Favaldt,Curtrd,Ipoprm,Ipoprc,Ipocur,Nshripo,Parvcur,Ipodt,Parval,Sctcd,Statco,Crcd,Statdt,Commnt,Markettype
1213,中铁特货,2021-09-08,10,中铁特货物流股份有限公司,"China Railway Special Cargo Logistics Co., Ltd.",2,公用事业,F01,铁路运输业,G53,铁路运输业,2003-11-04,北京市,110000,北京市,110000,私营企业,P0306,2021-09-08,CNY,2.9600,3.9600,CNY,444444,CNY,2021-08-27,1.000,2,A,,2024-01-15,,4
1215,千味央厨,2021-09-06,10,郑州千味央厨食品股份有限公司,"Zhengzhou Qianwei Yangchu Food Co., Ltd.",5,工业,C03,食品制造业,C14,食品制造业,2012-04-25,河南省,410000,郑州市,410100,私营企业,P0306,2021-09-06,CNY,14.7100,15.7100,CNY,21280,CNY,2021-08-26,1.000,2,A,,2024-01-15,,4
1216,华瓷股份,2021-10-19,10,湖南华联瓷业股份有限公司,"Hunan Hualian China Industry Co., Ltd.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1994-08-01,湖南省,430000,醴陵市,430281,中外合资,P0303,2021-10-19,CNY,8.3700,9.3700,CNY,62967,CNY,2021-10-08,1.000,2,A,,2024-01-15,,4
1217,华尔泰,2021-09-29,10,安徽华尔泰化工股份有限公司,"Anhui Huaertai Chemical Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2000-01-05,安徽省,340000,池州市,341700,私营企业,P0306,2021-09-29,CNY,9.4600,10.4600,CNY,82970,CNY,2021-09-16,1.000,2,A,,2024-01-15,,4
1218,丽臣实业,2021-10-15,10,湖南丽臣实业股份有限公司,"Hunan Resun Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1997-11-24,湖南省,430000,长沙市,430100,私营企业,P0306,2021-10-15,CNY,44.5100,45.5100,CNY,22500,CNY,2021-09-24,1.000,2,A,,2024-01-15,,4
1219,青岛食品,2021-10-21,10,青岛食品股份有限公司,"Qingdao Foods Co., Ltd.",5,工业,C03,食品制造业,C14,食品制造业,1992-11-21,山东省,370000,青岛市,370200,国营或国有控股,P0301,2021-10-21,CNY,16.2000,17.2000,CNY,22200,CNY,2021-09-30,1.000,2,A,,2024-01-15,,4
1222,源飞宠物,2022-08-18,10,温州源飞宠物玩具制品股份有限公司,"Wenzhou Yuanfei Pet Toy Products Co., Ltd.",5,工业,C37,文教体育用品制造业,C24,文教、工美、体育和娱乐用品制造业,2004-09-27,浙江省,330000,温州市,330300,私营企业,P0306,2022-08-18,CNY,12.7100,13.7100,CNY,34100,CNY,2022-08-03,1.000,2,A,,2024-01-15,,4
1223,欧克科技,2022-12-12,10,欧克科技股份有限公司,"OK Science and Technology Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2011-08-23,江西省,360000,九江市,360400,私营企业,P0306,2022-12-12,CNY,64.5800,65.5800,CNY,16680,CNY,2022-12-01,1.000,2,A,,2024-01-15,,4
1225,和泰机电,2023-02-22,10,杭州和泰机电股份有限公司,"Hangzhou Hota M&E Industry Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,1995-06-23,浙江省,330000,杭州市,330100,私营企业,P0306,2023-02-22,CNY,45.8100,46.8100,CNY,16167,CNY,2023-02-08,1.000,2,A,,2024-01-15,,4
1226,拓山重工,2022-06-22,10,安徽拓山重工股份有限公司,"Anhui Tuoshan Heavy Industries Co., Ltd.",5,工业,C69,金属制品业,C33,金属制品业,2011-05-23,安徽省,340000,宣城市,341800,私营企业,P0306,2022-06-22,CNY,23.6600,24.6600,CNY,18667,CNY,2022-06-13,1.000,2,A,,2024-01-15,,4
1227,兰州银行,2022-01-17,10,兰州银行股份有限公司,"BANK OF LANZHOU CO., LTD.",1,金融,I01,银行业,J66,货币金融服务,1997-06-26,甘肃省,620000,兰州市,620100,国营或国有控股,P0301,2022-01-17,CNY,2.5700,3.5700,CNY,569570,CNY,2022-01-05,1.000,2,A,,2024-01-15,,4
1228,永泰运,2022-04-29,10,永泰运化工物流股份有限公司,"Yongtaiyun Chemical Logistics Co., Ltd.",2,公用事业,K99,其他社会服务业,L72,商务服务业,2002-12-27,浙江省,330000,宁波市,330200,私营企业,P0306,2022-04-29,CNY,29.4600,30.4600,CNY,25970,CNY,2022-04-20,1.000,2,A,,2024-01-15,,4
1229,魅视科技,2022-08-08,10,广东魅视科技股份有限公司,"Guangdong AVCiT Technology Holding Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,2010-08-04,广东省,440000,广州市,440100,私营企业,P0306,2022-08-08,CNY,20.7100,21.7100,CNY,25000,CNY,2022-07-28,1.000,2,A,,2024-01-15,,4
1230,劲旅环境,2022-07-15,10,劲旅环境科技股份有限公司,"Jinglv Environment Science and Technology Co., Ltd.",2,公用事业,K01,公共设施服务业,N78,公共设施管理业,2002-07-24,安徽省,340000,合肥市,340100,国营或国有控股,P0301,2022-07-15,CNY,33.5100,34.5100,CNY,27848,CNY,2022-07-05,1.000,2,A,,2024-01-15,,4
1231,农心科技,2022-08-19,10,农心作物科技股份有限公司,"NORSYN CROP TECHNOLOGY CO., LTD.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2006-06-07,陕西省,610000,西安市,610100,私营企业,P0306,2022-08-19,CNY,16.7700,17.7700,CNY,25000,CNY,2022-08-09,1.000,2,A,,2024-01-15,,4
1234,泰慕士,2022-01-11,10,江苏泰慕士针纺科技股份有限公司,"Jiangsu Times Textile Technology Co., Ltd.",5,工业,C13,服装及其他纤维制品制造业,C18,纺织服装、服饰业,1992-08-26,江苏省,320000,如皋市,320682,私营企业,P0306,2022-01-11,CNY,15.5300,16.5300,CNY,26667,CNY,2021-12-29,1.000,2,A,,2024-01-15,,4
1236,弘业期货,2022-08-05,10,弘业期货股份有限公司,"Holly Futures Co., Ltd.",1,金融,I21,证券、期货业,J67,资本市场服务,1995-07-31,江苏省,320000,南京市,320100,国营或国有控股,P0301,2022-08-05,CNY,0.8600,1.8600,CNY,100778,CNY,2022-07-27,1.000,2,A,,2024-01-15,03678,4
1238,浙江正特,2022-09-19,10,浙江正特股份有限公司,"Zhejiang Zhengte Co., Ltd.",5,工业,C25,家具制造业,C21,家具制造业,1996-09-12,浙江省,330000,临海市,331082,私营企业,P0306,2022-09-19,CNY,15.0500,16.0500,CNY,27500,CNY,2022-09-07,1.000,2,A,,2024-01-15,,4
1239,永达股份,2023-12-12,10,湘潭永达机械制造股份有限公司,"Xiangtan Yongda Machinery Manufacturing Co., Ltd.",5,工业,C69,金属制品业,C33,金属制品业,2005-07-04,湖南省,430000,湘潭市,430300,私营企业,P0306,2023-12-12,CNY,11.0500,12.0500,CNY,60000,CNY,2023-11-30,1.000,2,A,,2024-01-15,,4
1255,博菲电气,2022-09-30,10,浙江博菲电气股份有限公司,"Zhejiang Bofay Electric Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2007-03-07,浙江省,330000,海宁市,330481,私营企业,P0306,2022-09-30,CNY,18.7700,19.7700,CNY,20000,CNY,2022-09-20,1.000,2,A,,2024-01-15,,4
1256,炜冈科技,2022-12-05,10,浙江炜冈科技股份有限公司,"Zhejiang Weigang Technology Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2007-04-24,浙江省,330000,温州市,330300,私营企业,P0306,2022-12-05,CNY,12.6400,13.6400,CNY,35654,CNY,2022-11-22,1.000,2,A,,2024-01-15,,4
1258,立新能源,2022-07-27,10,新疆立新能源股份有限公司,"Xinjiang Lixin Energy Co., Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,2013-08-28,新疆维吾尔自治区,650000,乌鲁木齐市,650100,国营或国有控股,P0301,2022-07-27,CNY,2.3800,3.3800,CNY,233333,CNY,2022-07-13,1.000,2,A,,2024-01-15,,4
1259,利仁科技,2022-08-31,10,北京利仁科技股份有限公司,"Beijing Liven Technology Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1998-10-05,北京市,110000,北京市,110000,私营企业,P0306,2022-08-31,CNY,18.7500,19.7500,CNY,18484,CNY,2022-08-17,1.000,2,A,,2024-01-15,,4
1260,坤泰股份,2023-02-16,10,山东坤泰新材料科技股份有限公司,"Shandong Kuntai New Material Technology Co., Ltd.",5,工业,C75,交通运输设备制造业,C36,汽车制造业,2009-12-16,山东省,370000,烟台市,370600,私营企业,P0306,2023-02-16,CNY,13.2700,14.2700,CNY,28750,CNY,2023-02-07,1.000,2,A,,2024-01-15,,4
1266,宏英智能,2022-02-28,10,上海宏英智能科技股份有限公司,"Shanghai Smart Control Co., Ltd.",5,工业,C78,仪器仪表及文化、办公用机械制造业,C40,仪器仪表制造业,2005-11-01,上海市,310000,上海市,310000,私营企业,P0306,2022-02-28,CNY,37.6100,38.6100,CNY,18360,CNY,2022-02-17,1.000,2,A,,2024-01-15,,4
1267,汇绿生态,2021-11-17,10,汇绿生态科技集团股份有限公司,"Hui Lyu Ecological Technology Groups Co., Ltd.",3,房地产,E01,土木工程建筑业,E48,土木工程建筑业,1990-01-29,湖北省,420000,武汉市,420100,私营企业,P0306,2021-11-17,CNY,2.9100,3.9100,CNY,,CNY,1992-04-01,1.000,2,A,,2024-01-15,,4
1268,联合精密,2022-06-30,10,广东扬山联合精密制造股份有限公司,"Guangdong Yangshan United Precision Manufacturing Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2003-08-29,广东省,440000,清远市,441800,私营企业,P0306,2022-06-30,CNY,18.2500,19.2500,CNY,26983,CNY,2022-06-21,1.000,2,A,,2024-01-15,,4
1269,欧晶科技,2022-09-30,10,内蒙古欧晶科技股份有限公司,"Inner Mongolia OJing Quartz Co., Ltd.",5,工业,B07,有色金属矿采选业,C42,废弃资源综合利用业,2011-04-22,内蒙古自治区,150000,呼和浩特市,150100,私营企业,P0306,2022-09-30,CNY,14.6500,15.6500,CNY,34356,CNY,2022-09-21,1.000,2,A,,2024-01-15,,4
1270,铖昌科技,2022-06-06,10,浙江铖昌科技股份有限公司,"Zhejiang Chengchang Technology Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,2010-11-23,浙江省,330000,杭州市,330100,私营企业,P0306,2022-06-06,CNY,20.6800,21.6800,CNY,27954,CNY,2022-05-24,1.000,2,A,,2024-01-15,,4
1278,一彬科技,2023-03-08,10,宁波一彬电子科技股份有限公司,"Ningbo Yibin Electronic Technology Corp.",5,工业,C75,交通运输设备制造业,C36,汽车制造业,2006-08-03,浙江省,330000,慈溪市,330282,私营企业,P0306,2023-03-08,CNY,16.0000,17.0000,CNY,30933,CNY,2023-02-21,1.000,2,A,,2024-01-15,,4
1282,三联锻造,2023-05-24,10,芜湖三联锻造股份有限公司,"Wuhu Sanlian Forging Co., Ltd.",5,工业,C75,交通运输设备制造业,C36,汽车制造业,2004-06-18,安徽省,340000,芜湖市,340200,私营企业,P0306,2023-05-24,CNY,26.9300,27.9300,CNY,28380,CNY,2023-05-11,1.000,2,A,,2024-01-15,,4
1283,豪鹏科技,2022-09-05,10,深圳市豪鹏科技股份有限公司,"Shenzhen Highpower Technology Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2002-10-08,广东省,440000,深圳市,440300,中外合资,P0303,2022-09-05,CNY,51.1900,52.1900,CNY,20000,CNY,2022-08-24,1.000,2,A,,2024-01-15,,4
1286,陕西能源,2023-04-10,10,陕西能源投资股份有限公司,"Shaanxi Energy Investment Co., Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,2003-09-03,陕西省,610000,榆林市,610800,国营或国有控股,P0301,2023-04-10,CNY,8.6000,9.6000,CNY,750000,CNY,2023-03-29,1.000,2,A,,2024-01-15,,4
1287,中电港,2023-04-10,10,深圳中电港技术股份有限公司,"Shenzhen CECport Technology Co., Ltd.",6,商业,H,批发和零售贸易,F51,批发业,2014-09-28,广东省,440000,深圳市,440300,国营或国有控股,P0301,2023-04-10,CNY,10.8800,11.8800,CNY,189975,CNY,2023-03-28,1.000,2,A,,2024-01-15,,4
1288,运机集团,2021-11-01,10,四川省自贡运输机械集团股份有限公司,"Sichuan Zigong Conveying Machine Group Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2003-09-28,四川省,510000,自贡市,510300,私营企业,P0306,2021-11-01,CNY,13.5500,14.5500,CNY,40000,CNY,2021-10-20,1.000,2,A,,2024-01-15,,4
1289,龙源电力,2022-01-24,10,龙源电力集团股份有限公司,"China Longyuan Power Group Corporation Limited",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1993-01-27,北京市,110000,北京市,110000,国营或国有控股,P0301,2022-01-24,CNY,10.3000,11.3000,CNY,345574,CNY,2022-01-21,1.000,2,A,,2024-01-15,00916,4
1296,长江材料,2021-12-24,10,重庆长江造型材料(集团)股份有限公司,"Chongqing Changjiang Moulding Material (Group) Co., Ltd.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1996-08-08,重庆市,500000,重庆市,500000,中外合资,P0303,2021-12-24,CNY,24.5600,25.5600,CNY,20550,CNY,2021-12-15,1.000,2,A,,2024-01-15,,4
1298,好上好,2022-10-31,10,深圳市好上好信息科技股份有限公司,"Shenzhen Best of Best Holdings Co., Ltd.",6,商业,H,批发和零售贸易,F51,批发业,2014-12-23,广东省,440000,深圳市,440300,中外合资,P0303,2022-10-31,CNY,34.3200,35.3200,CNY,24000,CNY,2022-10-18,1.000,2,A,,2024-01-15,,4
1299,美能能源,2022-10-31,10,陕西美能清洁能源集团股份有限公司,"Shaanxi Meineng Gas Corp., Ltd.",5,工业,D03,煤气生产和供应业,D45,燃气生产和供应业,2008-09-22,陕西省,610000,西安市,610100,私营企业,P0306,2022-10-31,CNY,9.6900,10.6900,CNY,46900,CNY,2022-10-18,1.000,2,A,,2024-01-15,,4
1300,三柏硕,2022-10-19,10,青岛三柏硕健康科技股份有限公司,"Sportsoul Co., Ltd.",5,工业,C37,文教体育用品制造业,C24,文教、工美、体育和娱乐用品制造业,2004-06-18,山东省,370000,青岛市,370200,中外合资,P0303,2022-10-19,CNY,10.1700,11.1700,CNY,60944,CNY,2022-10-10,1.000,2,A,,2024-01-15,,4
1301,尚太科技,2022-12-28,10,石家庄尚太科技股份有限公司,"Shijiazhuang Shangtai Technology Co., Ltd.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,2008-09-27,河北省,130000,石家庄市,130100,私营企业,P0306,2022-12-28,CNY,32.8800,33.8800,CNY,64944,CNY,2022-12-19,1.000,2,A,,2024-01-15,,4
1306,夏厦精密,2023-11-16,10,浙江夏厦精密制造股份有限公司,"Zhejiang XiaSha Precision Manufacturing Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,1999-03-15,浙江省,330000,宁波市,330200,私营企业,P0306,2023-11-16,CNY,52.6300,53.6300,CNY,15500,CNY,2023-11-07,1.000,2,A,,2024-01-15,,4
1308,康冠科技,2022-03-18,10,深圳市康冠科技股份有限公司,"Shenzhen KTC Technology Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,1995-09-28,广东省,440000,深圳市,440300,私营企业,P0306,2022-03-18,CNY,47.8400,48.8400,CNY,42488,CNY,2022-03-08,1.000,2,A,,2024-01-15,,4
1309,德明利,2022-07-01,10,深圳市德明利技术股份有限公司,"Shenzhen Techwinsemi Technology Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,2008-11-20,广东省,440000,深圳市,440300,中外合资,P0303,2022-07-01,CNY,25.5400,26.5400,CNY,20000,CNY,2022-06-22,1.000,2,A,,2024-01-15,,4
1311,多利科技,2023-02-27,10,滁州多利汽车科技股份有限公司,"Chuzhou Duoli Automotive Technology Co., Ltd.",5,工业,C75,交通运输设备制造业,C36,汽车制造业,2010-06-07,安徽省,340000,滁州市,341100,私营企业,P0306,2023-02-27,CNY,60.8700,61.8700,CNY,35333,CNY,2023-02-14,1.000,2,A,,2024-01-15,,4
1313,粤海饲料,2022-02-16,10,广东粤海饲料集团股份有限公司,"Guangdong Yuehai Feed Group Co., Ltd.",5,工业,C01,食品加工业,C13,农副食品加工业,1994-01-13,广东省,440000,湛江市,440800,中外合资,P0303,2022-02-16,CNY,4.3800,5.3800,CNY,100000,CNY,2022-01-27,1.000,2,A,,2024-01-15,,4
1314,亿道信息,2023-02-14,10,深圳市亿道信息股份有限公司,"Emdoor Information Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,2008-12-25,广东省,440000,深圳市,440300,国营或国有控股,P0301,2023-02-14,CNY,34.0000,35.0000,CNY,35112,CNY,2023-01-31,1.000,2,A,,2024-01-15,,4
1316,润贝航科,2022-06-24,10,润贝航空科技股份有限公司,"Lubair Aviation Technology Co., Ltd.",6,商业,H,批发和零售贸易,F51,批发业,2005-03-14,广东省,440000,深圳市,440300,私营企业,P0306,2022-06-24,CNY,28.2000,29.2000,CNY,20000,CNY,2022-06-15,1.000,2,A,,2024-01-15,,4
1317,三羊马,2021-11-30,10,三羊马(重庆)物流股份有限公司,"San Yang Ma (Chongqing) Logistics Co., Ltd.",2,公用事业,F11,交通运输辅助业,G58,装卸搬运和运输代理业,2005-09-06,重庆市,500000,重庆市,500000,私营企业,P0306,2021-11-30,CNY,15.0000,16.0000,CNY,20010,CNY,2021-11-18,1.000,2,A,,2024-01-15,,4
1318,阳光乳业,2022-05-20,10,江西阳光乳业股份有限公司,"Jiangxi Sunshine Dairy Co., Ltd.",5,工业,C03,食品制造业,C14,食品制造业,2008-12-30,江西省,360000,南昌市,360100,私营企业,P0306,2022-05-20,CNY,8.4600,9.4600,CNY,70700,CNY,2022-05-09,1.000,2,A,,2024-01-15,,4
1319,铭科精技,2022-05-12,10,铭科精技控股股份有限公司,"Winstech Precision Holding Co., Ltd.",5,工业,C75,交通运输设备制造业,C36,汽车制造业,2005-12-31,广东省,440000,东莞市,441900,中外合资,P0303,2022-05-12,CNY,13.8900,14.8900,CNY,35350,CNY,2022-04-26,1.000,2,A,,2024-01-15,,4
1322,箭牌家居,2022-10-26,10,箭牌家居集团股份有限公司,"Arrow Home Group Co., Ltd.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,2013-04-07,广东省,440000,佛山市,440600,私营企业,P0306,2022-10-26,CNY,11.6800,12.6800,CNY,96610,CNY,2022-10-14,1.000,2,A,,2024-01-15,,4
1323,慕思股份,2022-06-23,10,慕思健康睡眠股份有限公司,"De Rucci Healthy Sleep Co., Ltd.",5,工业,C25,家具制造业,C21,家具制造业,2007-04-30,广东省,440000,东莞市,441900,私营企业,P0306,2022-06-23,CNY,37.9300,38.9300,CNY,40010,CNY,2022-06-14,1.000,2,A,,2024-01-15,,4
1324,长青科技,2023-05-22,10,常州长青科技股份有限公司,"Changzhou Evergreen Technology Co., Ltd.",5,工业,C75,交通运输设备制造业,C37,铁路、船舶、航空航天和其它运输设备制造业,2005-04-08,江苏省,320000,常州市,320400,中外合资,P0303,2023-05-22,CNY,17.8800,18.8800,CNY,34500,CNY,2023-05-10,1.000,2,A,,2024-01-15,,4
1326,联域股份,2023-11-09,10,深圳市联域光电股份有限公司,"Shenzhen SNC Opto Electronic Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2012-02-16,广东省,440000,深圳市,440300,私营企业,P0306,2023-11-09,CNY,40.1800,41.1800,CNY,18300,CNY,2023-10-30,1.000,2,A,,2024-01-15,,4
1328,登康口腔,2023-04-10,10,重庆登康口腔护理用品股份有限公司,"Dencare (Chongqing) Oral Care Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2001-12-14,重庆市,500000,重庆市,500000,国营或国有控股,P0301,2023-04-10,CNY,19.6800,20.6800,CNY,43044,CNY,2023-03-27,1.000,2,A,,2024-01-15,,4
1330,博纳影业,2022-08-18,10,博纳影业集团股份有限公司,"Bona Film Group Limited",2,公用事业,L10,广播电影电视业,R86,广播、电视、电影和影视录音制作业,2003-08-01,新疆维吾尔自治区,650000,乌鲁木齐市,650100,私营企业,P0306,2022-08-18,CNY,4.0300,5.0300,CNY,274904,CNY,2022-08-09,1.000,2,A,,2024-01-15,,4
1331,胜通能源,2022-09-08,10,胜通能源股份有限公司,"Senton Energy Co., Ltd.",5,工业,D03,煤气生产和供应业,D45,燃气生产和供应业,2012-11-13,山东省,370000,龙口市,370681,私营企业,P0306,2022-09-08,CNY,25.7800,26.7800,CNY,30000,CNY,2022-08-30,1.000,2,A,,2024-01-15,,4
1332,锡装股份,2022-09-20,10,无锡化工装备股份有限公司,"Wuxi Chemical Equipment Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,1984-11-27,江苏省,320000,无锡市,320200,私营企业,P0306,2022-09-20,CNY,58.9000,59.9000,CNY,20000,CNY,2022-09-07,1.000,2,A,,2024-01-15,,4
1333,光华股份,2022-12-08,10,浙江光华科技股份有限公司,"Zhejiang Guanghua Technology Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2014-10-11,浙江省,330000,海宁市,330481,私营企业,P0306,2022-12-08,CNY,26.7600,27.7600,CNY,32000,CNY,2022-11-28,1.000,2,A,,2024-01-15,,4
1336,楚环科技,2022-07-25,10,杭州楚环科技股份有限公司,"Hangzhou Chuhuan Science and Technology Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2005-06-01,浙江省,330000,杭州市,330100,私营企业,P0306,2022-07-25,CNY,21.9600,22.9600,CNY,20094,CNY,2022-07-13,1.000,2,A,,2024-01-15,,4
1337,四川黄金,2023-03-03,10,四川容大黄金股份有限公司,"Sichuan Rongda Gold Co., Ltd.",5,工业,B07,有色金属矿采选业,B09,有色金属矿采选业,2006-08-16,四川省,510000,凉山彝族自治州,513400,国营或国有控股,P0301,2023-03-03,CNY,6.0900,7.0900,CNY,60000,CNY,2023-02-22,1.000,2,A,,2024-01-15,,4
1338,永顺泰,2022-11-16,10,粤海永顺泰集团股份有限公司,"GDH Supertime Group Company Limited",5,工业,C05,饮料制造业,C15,酒、饮料和精制茶制造业,2017-12-20,广东省,440000,广州市,440100,国营或国有控股,P0301,2022-11-16,CNY,5.8200,6.8200,CNY,125433,CNY,2022-11-02,1.000,2,A,,2024-01-15,,4
1339,智微智能,2022-08-15,10,深圳市智微智能科技股份有限公司,"JWIPC Technology Development Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,2011-09-07,广东省,440000,深圳市,440300,私营企业,P0306,2022-08-15,CNY,15.8600,16.8600,CNY,61750,CNY,2022-08-04,1.000,2,A,,2024-01-15,,4
1358,兴欣新材,2023-12-21,10,绍兴兴欣新材料股份有限公司,"Shaoxing Xingxin New Material Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2002-06-27,浙江省,330000,杭州市,330100,私营企业,P0306,2023-12-21,CNY,40.0000,41.0000,CNY,22000,CNY,2023-12-12,1.000,2,A,,2024-01-15,,4
1360,南矿集团,2023-04-10,10,南昌矿机集团股份有限公司,"Nanchang Mineral Systems Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2003-01-20,江西省,360000,南昌市,360100,私营企业,P0306,2023-04-10,CNY,14.3800,15.3800,CNY,51000,CNY,2023-03-29,1.000,2,A,,2024-01-15,,4
1366,播恩集团,2023-03-07,10,播恩集团股份有限公司,"Boen Group Co., Ltd.",5,工业,C01,食品加工业,C13,农副食品加工业,2006-05-18,江西省,360000,赣州市,360700,私营企业,P0306,2023-03-07,CNY,8.3200,9.3200,CNY,40350,CNY,2023-02-22,1.000,2,A,,2024-01-15,,4
1367,海森药业,2023-04-10,10,浙江海森药业股份有限公司,"Zhejiang Haisen Pharmaceutical Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,1998-02-18,浙江省,330000,东阳市,330783,私营企业,P0306,2023-04-10,CNY,43.4800,44.4800,CNY,17000,CNY,2023-03-28,1.000,2,A,,2024-01-15,,4
1368,通达创智,2023-03-13,10,通达创智(厦门)股份有限公司,"Tongda Chuangzhi (Xiamen) Co., Ltd.",5,工业,C4,石油、化学、塑胶、塑料,C29,橡胶和塑料制品业,2016-02-02,福建省,350000,厦门市,350200,中外合资,P0303,2023-03-13,CNY,24.1300,25.1300,CNY,28000,CNY,2023-03-01,1.000,2,A,,2024-01-15,,4
1373,翔腾新材,2023-06-01,10,江苏翔腾新材料股份有限公司,"Jiangsu Topfly New Materials Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,2012-12-17,江苏省,320000,南京市,320100,私营企业,P0306,2023-06-01,CNY,27.9300,28.9300,CNY,17172,CNY,2023-05-22,1.000,2,A,,2024-01-15,,4
1376,百通能源,2023-11-03,10,江西百通能源股份有限公司,"Jiangxi Bestoo Energy Co., Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,2010-05-13,江西省,360000,南昌市,360100,私营企业,P0306,2023-11-03,CNY,3.5600,4.5600,CNY,46090,CNY,2023-10-25,1.000,2,A,,2024-01-15,,4
1378,德冠新材,2023-10-30,10,广东德冠薄膜新材料股份有限公司,"Guangdong Decro Film New Materials Co., Ltd.",5,工业,C4,石油、化学、塑胶、塑料,C29,橡胶和塑料制品业,1999-01-21,广东省,440000,佛山市,440600,私营企业,P0306,2023-10-30,CNY,30.6800,31.6800,CNY,33334,CNY,2023-10-19,1.000,2,A,,2024-01-15,,4
1380,华纬科技,2023-05-16,10,华纬科技股份有限公司,"Hwaway Technology Corporation Limited",5,工业,C71,普通机械制造业,C34,通用设备制造业,2005-05-30,浙江省,330000,诸暨市,330681,中外合资,P0303,2023-05-16,CNY,27.8400,28.8400,CNY,32220,CNY,2023-05-05,1.000,2,A,,2024-01-15,,4
1696,宗申动力,1997-03-06,10,重庆宗申动力机械股份有限公司,"Chongqing Zongshen Power Machinery Co., Ltd.",5,工业,C75,交通运输设备制造业,C37,铁路、船舶、航空航天和其它运输设备制造业,1989-03-14,重庆市,500000,重庆市,500000,私营企业,P0306,1997-03-06,CNY,0.0000,1.0000,CNY,24800,CNY,1989-04-01,1.000,2,A,,2024-01-15,,4
1872,招商港口,2018-12-26,10,招商局港口集团股份有限公司,"China Merchants Port Group Co., Ltd.",2,公用事业,F07,水上运输业,G55,水上运输业,1993-03-21,广东省,440000,深圳市,440300,中外合资,P0303,2018-12-26,CNY,2.1000,3.1000,CNY,,CNY,0000-00-00,1.000,2,A,201872,2024-01-15,,4
1896,豫能控股,1998-01-22,10,河南豫能控股股份有限公司,"Henan Yuneng Holdings Co., Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1997-11-25,河南省,410000,郑州市,410100,国营或国有控股,P0301,1998-01-22,CNY,2.3600,3.3600,CNY,80000,CNY,1997-11-10,1.000,2,A,,2024-01-15,,4
1914,招商积余,2019-12-16,10,招商局积余产业运营服务股份有限公司,"China Merchants Property Operation & Service Co., Ltd.",3,房地产,J,房地产业,K70,房地产业,1994-09-08,广东省,440000,深圳市,440300,国营或国有控股,P0301,2019-12-16,CNY,4.5000,5.5000,CNY,,CNY,0000-00-00,1.000,2,A,,2024-01-15,,4
